Building,Usage Level,Orientation,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC Secondary Heating Type And Fuel,HVAC Secondary Heating Efficiency,HVAC System Is Faulted,Dehumidifier,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Load Diversity,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,ASHRAE IECC Climate Zone 2004,County and PUMA,CEC Climate Zone,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,State,Location Region,Census Division,Census Division RECS,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Foundation Type,Corridor,Vacancy Status,Tenure,Income,Income RECS2015,Income RECS2020,Neighbors,Radiant Barrier,Roof Material,Insulation Slab,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Windows,Water Heater In Unit,Water Heater Fuel,Water Heater Efficiency,HVAC Heating Type,HVAC Cooling Type,HVAC Has Shared System,HVAC Shared Efficiencies,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Cooling Efficiency,HVAC System Single Speed AC Airflow,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Charge,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Heating Setpoint Offset Period,Cooling Setpoint Offset Period,Ceiling Fan,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Plug Loads,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,HVAC Has Ducts,Ducts,Has PV,PV System Size,PV Orientation,Battery,PUMA Metro Status,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Type Height,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Stories Low Rise,Geometry Attic Type,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,Geometry Garage,Bedrooms,Occupants,Federal Poverty Level,Area Median Income,Window Areas,Insulation Ceiling,Insulation Roof,Insulation Wall,HVAC Cooling Partial Space Conditioning,Infiltration,REEDS Balancing Area,Generation And Emissions Assessment Region,City,AIANNH Area,Household Has Tribal Persons
213,High,Southeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour20,Hour18,2A,"G0100970, G01002703",None,"AL, Mobile County",Non-CBSA East South Central,"2A - FL, GA, AL, MS",AL,CR09,East South Central,East South Central,South,None,Hot-Humid,"AL, 02703",Single-Family Detached,1970s,1960-79,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,Uninsulated,None,None,None,"Double, Clear, Metal, Air",Yes,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,"AC, SEER 13",None,None,None,None,68F,72F,Yes,No,6F,0F,Night -4h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",100% CFL,110%,EF 6.7,"EF 12, National Average",None,None,None,None,Yes,"10% Leakage, R-4",No,None,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",2 Car,3,2,400%+,150%+,F9 B9 L9 R9,R-13,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,15 ACH50,90,SRSOc,Not in a census Place,No,No
214,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour14,Hour9,4A,"G3600810, G36004112",None,"NY, Queens County","CBSA New York-Newark-Jersey City, NY-NJ-PA",4A,NY,CR07,Middle Atlantic,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04112",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Metal, Air",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Room AC,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"Room AC, EER 10.7",None,None,None,None,70F,70F,Yes,No,3F,0F,Day and Night -4h,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage","290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Gas, 100% Usage",100% Incandescent,101%,EF 10.5,"EF 12, National Average",None,None,None,None,No,None,No,None,None,None,"In metro area, principal city",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Vinyl, Light",None,3,3,400%+,80-100%,F18 B18 L18 R18,R-49,"Unfinished, Uninsulated","Wood Stud, Uninsulated",40% Conditioned,20 ACH50,127,NYSTc,"NY, New York",No,No
215,High,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour15,Hour10,2B,"G0400210, G04000803",None,"AZ, Pinal County","CBSA Phoenix-Mesa-Scottsdale, AZ",2B,AZ,CR10,Mountain,Mountain South,West,None,Hot-Dry,"AZ, 00803",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,"Tile, Clay or Ceramic",Uninsulated,None,None,None,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Premium,Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 15, 8.5 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,70F,80F,Yes,No,3F,0F,Night +4h,None,Standard Efficiency,"EF 15.9, 100% Usage","Electric, 120% Usage","290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% Incandescent,84%,None,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, R-8",No,None,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Stucco, Light",None,3,2,400%+,150%+,F15 B15 L15 R15,R-30,"Unfinished, Uninsulated","Wood Stud, R-11",100% Conditioned,5 ACH50,28,AZNMc,"AZ, San Tan Valley",No,No
216,Medium,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour13,Hour7,4A,"G4201330, G42003601",None,"PA, York County",Non-CBSA Middle Atlantic,4A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03601",Single-Family Detached,1950s,1940-59,Single-Family Detached,Natural Gas,None,None,Heated Basement,Not Applicable,Occupied,Owner,100000-119999,100000-119999,100000-149999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Central AC,None,None,"Fuel Boiler, 80% AFUE",No,Natural Gas Fuel Boiler,"AC, SEER 15",None,None,None,None,70F,70F,Yes,No,3F,0F,Night +1h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",100% CFL,101%,None,None,None,None,None,None,Yes,"0% Leakage, Uninsulated",No,None,None,None,"In metro area, not/partially in principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Brick,None,None,2,2,400%+,150%+,F15 B15 L15 R15,R-13,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",100% Conditioned,15 ACH50,122,RFCEc,Not in a census Place,No,No
217,High,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour17,Hour18,7A,"G2701370, G27000400",None,"MN, St. Louis County",Non-CBSA West North Central,7A,MN,CR02,West North Central,West North Central,Midwest,MISO,Very Cold,"MN, 00400",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Wood Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Room AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,"Room AC, EER 10.7",None,None,None,None,68F,68F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% CFL,95%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, Uninsulated",No,None,None,None,Not/partially in metro area,1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,4,2,400%+,150%+,F9 B9 L9 R9,R-19,"Unfinished, Uninsulated","Wood Stud, R-15",20% Conditioned,15 ACH50,43,MROWc,Not in a census Place,No,No
218,Low,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour3,Hour7,5A,"G4400030, G44000201",None,"RI, Kent County",Non-CBSA New England,5A,RI,CR03,New England,New England,Northeast,NEISO,Cold,"RI, 00201",Single-Family Detached,1950s,1940-59,Single-Family Detached,Fuel Oil,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,Uninsulated,None,None,None,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Fuel Oil,FIXME Fuel Oil Indirect,Ducted Heating,None,None,None,"Fuel Furnace, 80% AFUE",No,Fuel Oil Fuel Furnace,None,None,None,None,None,65F,72F,No,No,0F,0F,None,None,None,"EF 17.6, 100% Usage","Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,99%,None,None,Electric,None,None,None,Yes,"20% Leakage, R-4",No,None,None,None,"In metro area, not/partially in principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",1 Car,3,3,400%+,120-150%,F9 B9 L9 R9,R-38,"Unfinished, Uninsulated","Wood Stud, Uninsulated",None,25 ACH50,133,NEWEc,"RI, Warwick",No,No
219,Low,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour4,Hour18,2A,"G1200570, G12005708",None,"FL, Hillsborough County",Non-CBSA South Atlantic,"2A - FL, GA, AL, MS",FL,CR09,South Atlantic,South Atlantic,South,None,Hot-Humid,"FL, 05708",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,Uninsulated,None,None,None,"Double, Clear, Non-metal, Air",Yes,Electricity,Electric Standard,Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 13, 7.7 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,70F,75F,No,Yes,0F,2F,None,Day Setup +4h,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,106%,None,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, R-8",No,None,None,None,"In metro area, not/partially in principal city",2500-2999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",3 Car,3,3,300-400%,120-150%,F18 B18 L18 R18,R-30,"Unfinished, Uninsulated","Wood Stud, R-11",100% Conditioned,8 ACH50,101,FRCCc,In another census Place,No,No
220,Low,East,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour19,Hour18,3B,"G0600650, G06006515",15,"CA, Riverside County","CBSA Riverside-San Bernardino-Ontario, CA",3B,CA,CR11,Pacific,Pacific,West,CAISO,Hot-Dry,"CA, 06515",Single-Family Detached,2000s,2000-09,Single-Family Detached,Natural Gas,None,None,Slab,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,"Tile, Clay or Ceramic",Uninsulated,None,None,None,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,70F,72F,Yes,No,3F,0F,Night +2h,None,Standard Efficiency,"EF 19.9, 100% Usage","Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% CFL,94%,None,"EF 12, National Average",Gas,None,None,None,Yes,"20% Leakage, R-8",No,None,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Stucco, Light",2 Car,4,3,400%+,150%+,F12 B12 L12 R12,R-30,"Unfinished, Uninsulated","Wood Stud, R-19",100% Conditioned,5 ACH50,10,CAMXc,In another census Place,No,No
221,Medium,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour20,Hour17,4A,"G3400090, G34002600",None,"NJ, Cape May County",Non-CBSA Middle Atlantic,4A,NJ,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 02600",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,Wood Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,68F,75F,No,Yes,0F,5F,None,Night Setback -3h,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,101%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, Uninsulated",No,None,None,None,"In metro area, not/partially in principal city",2500-2999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Vinyl, Light",None,4,4,400%+,150%+,F6 B6 L6 R6,R-7,"Unfinished, Uninsulated","Wood Stud, Uninsulated",60% Conditioned,15 ACH50,126,RFCEc,In another census Place,No,No
222,High,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",None,Hour0,Hour11,5A,"G3600290, G36001205",None,"NY, Erie County",Non-CBSA Middle Atlantic,5A,NY,CR07,Middle Atlantic,Middle Atlantic,Northeast,NYISO,Cold,"NY, 01205",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Metal, Air",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Central AC,None,None,"Fuel Wall/Floor Furnace, 68% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"AC, SEER 15",None,None,None,None,72F,76F,Yes,Yes,6F,2F,Night,Night Setup -5h,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 120% Usage","290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% CFL,101%,None,None,Gas,None,None,None,Yes,"10% Leakage, Uninsulated",No,None,None,None,"In metro area, principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Shingle, Composition, Medium",None,3,2,400%+,120-150%,F18 B18 L18 R18,R-30,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,50 ACH50,127,NYSTc,"NY, Buffalo",No,No
223,Low,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour9,Hour9,3B,"G0600710, G06007104",16,"CA, San Bernardino County","CBSA Riverside-San Bernardino-Ontario, CA",3B,CA,CR11,Pacific,Pacific,West,CAISO,Hot-Dry,"CA, 07104",Single-Family Detached,1970s,1960-79,Single-Family Detached,Natural Gas,None,None,Slab,Not Applicable,Vacant,Not Available,Not Available,Not Available,Not Available,Left/Right at 15ft,No,Composition Shingles,Uninsulated,None,None,None,"Single, Clear, Metal",Yes,Natural Gas,Natural Gas Premium,Non-Ducted Heating,None,None,None,"Fuel Boiler, 80% AFUE",No,Natural Gas Fuel Boiler,None,None,None,None,None,55F,72F,No,Yes,0F,5F,None,Night Setup +4h,"Standard Efficiency, No usage","EF 17.6, 100% Usage","Gas, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Gas, 80% Usage",100% Incandescent,94%,None,None,None,None,None,None,No,None,No,None,None,None,"In metro area, not/partially in principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,3,0,Not Available,Not Available,F9 B9 L9 R9,R-19,"Unfinished, Uninsulated","Wood Stud, Uninsulated",None,20 ACH50,10,CAMXc,In another census Place,No,Not Available
224,Low,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour18,5A,"G3300150, G33001000",None,"NH, Rockingham County","CBSA Boston-Cambridge-Newton, MA-NH",5A,NH,CR03,New England,New England,Northeast,NEISO,Cold,"NH, 01000",Single-Family Detached,1980s,1980-99,Single-Family Detached,Fuel Oil,None,None,Unheated Basement,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,"Asphalt Shingles, Medium",None,Ceiling R-19,Uninsulated,Uninsulated,"Double, Clear, Metal, Air",Yes,Fuel Oil,Fuel Oil Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Fuel Oil Fuel Furnace,"AC, SEER 15",None,None,None,None,72F,75F,Yes,No,3F,0F,Day and Night +4h,None,None,"EF 17.6, 100% Usage","Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% LED,99%,None,"EF 12, National Average",None,None,None,None,Yes,"30% Leakage, Uninsulated",No,None,None,None,"In metro area, not/partially in principal city",3000-3999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Vinyl, Light",2 Car,3,2,400%+,150%+,F15 B15 L15 R15,R-19,"Unfinished, Uninsulated","Wood Stud, R-19",60% Conditioned,15 ACH50,130,NEWEc,Not in a census Place,No,No
225,Medium,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour3,Hour21,3A,"G3701470, G37004200",None,"NC, Pitt County",Non-CBSA South Atlantic,3A,NC,CR09,South Atlantic,South Atlantic,South,PJM,Mixed-Humid,"NC, 04200",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,"2ft R5 Under, Horizontal",None,None,None,"Double, Clear, Metal, Air",Yes,Electricity,Electric Standard,Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 15, 8.5 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,68F,70F,Yes,No,6F,0F,Night -1h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,106%,None,None,Gas,None,None,None,Yes,"20% Leakage, R-8",No,None,None,None,"In metro area, not/partially in principal city",2000-2499,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Vinyl, Light",2 Car,4,1,400%+,150%+,F15 B15 L15 R15,R-49,"Unfinished, Uninsulated","Wood Stud, R-11",100% Conditioned,8 ACH50,98,SRVCc,"NC, Greenville",No,No
226,Low,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour2,Hour8,6A,"G5501330, G55070201",None,"WI, Waukesha County",Non-CBSA East North Central,6A,WI,CR02,East North Central,East North Central,Midwest,MISO,Cold,"WI, 70201",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Heated Basement,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 60% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 15",None,None,None,None,67F,72F,No,Yes,0F,2F,None,Day Setup +2h,None,"EF 15.9, 100% Usage","Electric, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% Incandescent,85%,None,None,None,Has Pool,None,1.0 HP Pump,Yes,"0% Leakage, Uninsulated",No,None,None,None,"In metro area, not/partially in principal city",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",2 Car,3,2,400%+,150%+,F15 B15 L15 R15,R-30,"Unfinished, Uninsulated","Wood Stud, R-11",100% Conditioned,15 ACH50,79,RFCWc,In another census Place,No,No
227,Low,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour8,Hour17,2A,"G1200050, G12000500",None,"FL, Bay County",Non-CBSA South Atlantic,"2A - FL, GA, AL, MS",FL,CR09,South Atlantic,South Atlantic,South,None,Hot-Humid,"FL, 00500",Single-Family Detached,2000s,2000-09,Single-Family Detached,Electricity,None,None,Slab,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,"Asphalt Shingles, Medium",Uninsulated,None,None,None,"Double, Clear, Metal, Air",Yes,Electricity,Electric Standard,Ducted Heat Pump,Heat Pump,None,None,"ASHP, SEER 13, 7.7 HSPF",No,Electricity ASHP,Heat Pump,None,None,None,None,72F,76F,No,No,0F,0F,None,None,Standard Efficiency,"EF 15.9, 100% Usage","Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% Incandescent,106%,EF 17.6,"EF 12, National Average",None,None,None,None,Yes,"20% Leakage, R-8",No,None,None,None,Not/partially in metro area,1500-1999,1500-2499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Concrete,"Stucco, Light",2 Car,5,2,400%+,150%+,F9 B9 L9 R9,R-38,"Unfinished, Uninsulated","CMU, 6-in Hollow, R-11",100% Conditioned,10 ACH50,91,SRSOc,In another census Place,No,No
228,Low,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",None,Hour5,Hour11,5A,"G1701430, G17001701",None,"IL, Peoria County",Non-CBSA East North Central,5A,IL,CR04,East North Central,East North Central,Midwest,MISO,Cold,"IL, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,80000-99999,80000-99999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,None,None,None,"Fuel Boiler, 80% AFUE",No,Natural Gas Fuel Boiler,None,None,None,None,None,70F,76F,No,Yes,0F,5F,None,Night Setup +2h,Standard Efficiency,"EF 15.9, 100% Usage","Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,85%,None,None,None,None,None,None,No,None,No,None,None,None,"In metro area, not/partially in principal city",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,3,5,200-300%,100-120%,F30 B30 L30 R30,R-7,"Unfinished, Uninsulated","Wood Stud, Uninsulated",None,40 ACH50,82,SRMWc,"IL, Peoria",No,No
